"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"AG.CON.FERT.ZS","化肥消费量（每公顷耕地千克数）","化肥消费量（每公顷耕地 100 克）衡量每单位耕地使用的植物营养素数量。化肥产品包括氮肥、钾肥和磷肥（包括磷矿粉肥）。传统营养素（动物性肥料和植物性肥料）不包括。出于数据传播考虑，联合国粮农组织 (FAO) 采用了日历年的概念（1月至 12月）。有些国家按照日历年编制化肥数据，而另一些国家则编制跨年数据。联合国粮农组织 定义的耕地包括短期作物用地（种植双季作物的土地只计算一次）、供割草或放牧的短期草场、供应市场的菜园和自用菜园，以及暂时休闲的土地。因转换耕作方式而休闲的土地不包括在内。","联合国粮农组织，电子文件和网站。",
