Entity,Year,Area Harvested,Production,Yield,Population,Area Harvested Index (1961=100),Production Index (1961=100),Yield Index (1961=100),Population Index (1961=100),Area Harvested Index (1961=0) - Net Change (%),Production Index (1961=0) - Net Change (%),Yield Index (1961=0) - Net Change (%),Population Index (1961=0) - Net Change (%),Area Harvested YOY Change (%),Production YOY Change (%),Yield YOY Change (%),Population YOY Change (%)
World,1995,683174016,1888057000,2.7637,5758878977,105.42854704751309,215.31667302447502,204.2344073307715,187.899636450284,5.428547047513092,115.31667302447502,104.23440733077149,87.89963645028399,-1.957795887012137,-4.006435848771794,-2.0867320170505077,1.4681872334875834
World,1996,697911616,2053337000,2.9421003,5842055730,107.70287791867933,234.1654364450101,217.4179943836831,190.61351213897865,7.702877918679334,134.1654364450101,117.4179943836831,90.61351213897865,2.1572249024178314,8.753972999755844,6.455125375402537,1.4443219475907432
World,1997,701419584,2100410800,2.9945002,5924787819,108.24423335765607,239.53379873630718,221.2902896837127,193.31287941305365,8.244233357656071,139.53379873630718,121.2902896837127,93.31287941305365,0.5026378583731672,2.2925511009639354,1.7810371726620033,1.4161468637684527
World,1998,679769920,2083172100,3.0645,6007066691,104.90322130782592,237.567873167711,226.4631983446645,195.9974592068095,4.903221307825916,137.567873167711,126.4631983446645,95.99745920680951,-3.086549690634244,-0.8207299257840472,2.3376121330697996,1.3887226768888317
World,1999,670167232,2080834400,3.1049001,6089006328,103.42131857165602,237.3012785752123,229.4487215489211,198.6709705038274,3.421318571656016,137.3012785752123,129.4487215489211,98.67097050382739,-1.4126379702120384,-0.11221828479749396,1.3183259911894396,1.3640540585767802
World,2000,671367680,2059664800,3.0679,6171702992,103.60657369770298,234.88706764765084,226.71445462607153,201.3691819375648,3.6065736977029843,134.88706764765084,126.71445462607153,101.3691819375648,0.1791266332759056,-1.0173611124460469,-1.1916679702512867,1.3581306956395034
World,2001,672489408,2105062700,3.1303003,6254936464,103.77968062280962,240.0643079482868,231.3257685486255,204.08490824328442,3.7796806228096216,140.0643079482868,131.3257685486255,104.08490824328442,0.16708102481191034,2.2041402076687477,2.0339743798689636,1.3486305499128992
World,2002,661615424,2054068000,3.1046002,6337730343,102.10158937974644,234.2488007120745,229.42655926692285,206.7862915900331,2.101589379746443,134.2488007120745,129.42655926692285,106.7862915900331,-1.6169747613333452,-2.4224789123858392,-0.8210106870577216,1.3236565946995071
World,2003,670800192,2074498000,3.0926003,6420361633,103.51899800848517,236.57866661648845,228.53977978125926,209.4823700130088,3.5189980084851697,136.57866661648845,128.53977978125926,109.48237001300879,1.3882336576240384,0.9946116681628814,-0.3865199776770023,1.3037993970706818
World,2004,676930688,2285780200,3.3767002,6503377774,104.46506631732524,260.6735855587088,249.53445167011532,212.19100528312023,4.465066317325238,160.6735855587088,149.53445167011532,112.19100528312023,0.9139079077663759,10.18473866930698,9.186440937744212,1.2930134740900767
