Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2016,2016,kg/cap,21.27,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2016,2016,g/Int$,33.93,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2017,2017,t,34936915.66,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2017,2017,t,311584.87,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2017,2017,t,5556178.5,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2017,2017,t,29692040,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2017,2017,kg/ha,228.11,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2017,2017,kg/cap,20.56,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2017,2017,g/Int$,32.55,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2018,2018,t,32780197.13,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2018,2018,t,450583.92,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2018,2018,t,4943471.68,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2018,2018,t,28286014,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2018,2018,kg/ha,218.58,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2018,2018,kg/cap,19.5,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2018,2018,g/Int$,30.69,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2019,2019,t,32529245.11,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2019,2019,t,432705.56,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2019,2019,t,6058705.16,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2019,2019,t,26873604,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2019,2019,kg/ha,208.88,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2019,2019,kg/cap,18.47,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2019,2019,g/Int$,28.97,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2020,2020,t,32011602.28,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2020,2020,t,366757.48,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2020,2020,t,6491350.81,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2020,2020,t,25885154,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2020,2020,kg/ha,201.35,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2020,2020,kg/cap,17.75,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2020,2020,g/Int$,27.63,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2021,2021,t,31963450.39,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2021,2021,t,317634.69,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2021,2021,t,7059507.84,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2021,2021,t,25229131,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2021,2021,kg/ha,196.53,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2021,2021,kg/cap,17.3,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2021,2021,g/Int$,25.87,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2022,2022,t,31277655.56,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2022,2022,t,139853.41,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2022,2022,t,5266849.04,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2022,2022,t,24562312,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2022,2022,kg/ha,191.35,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2022,2022,kg/cap,16.86,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2022,2022,g/Int$,24.6,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3102,Nutrient nitrogen N (total),2023,2023,t,31039281.25,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3102,Nutrient nitrogen N (total),2023,2023,t,272226.19,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3102,Nutrient nitrogen N (total),2023,2023,t,6681534.64,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3102,Nutrient nitrogen N (total),2023,2023,t,24669979,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2023,2023,kg/ha,192.19,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3102,Nutrient nitrogen N (total),2023,2023,kg/cap,16.97,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3102,Nutrient nitrogen N (total),2023,2023,g/Int$,24.19,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1961,1961,t,146000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1961,1961,t,4000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1961,1961,t,148000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1961,1961,kg/ha,1.41,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1961,1961,kg/cap,0.22,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1961,1961,g/Int$,1.47,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1962,1962,t,155000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1962,1962,t,4000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1962,1962,t,156000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1962,1962,kg/ha,1.49,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1962,1962,kg/cap,0.23,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1962,1962,g/Int$,1.47,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1963,1963,t,223000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1963,1963,t,20000,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1963,1963,t,243000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1963,1963,kg/ha,2.32,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1963,1963,kg/cap,0.35,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1963,1963,g/Int$,2.17,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1964,1964,t,368000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1964,1964,t,25000,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1964,1964,t,392000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1964,1964,kg/ha,3.74,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1964,1964,kg/cap,0.54,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1964,1964,g/Int$,3.27,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1965,1965,t,724000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1965,1965,t,725000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1965,1965,kg/ha,6.94,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1965,1965,kg/cap,0.98,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1965,1965,g/Int$,5.53,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1966,1966,t,985000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1966,1966,t,5000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1966,1966,t,989000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1966,1966,kg/ha,9.5,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1966,1966,kg/cap,1.3,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1966,1966,g/Int$,7,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1967,1967,t,659000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1967,1967,t,3000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1967,1967,t,663000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1967,1967,kg/ha,6.39,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1967,1967,kg/cap,0.85,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1967,1967,g/Int$,4.63,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1968,1968,t,465000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1968,1968,t,5000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1968,1968,t,467000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1968,1968,kg/ha,4.52,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1968,1968,kg/cap,0.58,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1968,1968,g/Int$,3.27,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1969,1969,t,767000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1969,1969,t,4000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1969,1969,t,768000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1969,1969,kg/ha,7.46,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1969,1969,kg/cap,0.94,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1969,1969,g/Int$,5.32,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1970,1970,t,950000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1970,1970,t,2000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1970,1970,t,900,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1970,1970,t,949000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1970,1970,kg/ha,9.26,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1970,1970,kg/cap,1.13,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1970,1970,g/Int$,6.2,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1971,1971,t,1125000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1971,1971,t,2000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1971,1971,t,900,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1971,1971,t,1124000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1971,1971,kg/ha,11,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1971,1971,kg/cap,1.3,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1971,1971,g/Int$,7.08,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1972,1972,t,1303000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1972,1972,t,18200,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1972,1972,t,5700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1972,1972,t,1316200,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1972,1972,kg/ha,12.93,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1972,1972,kg/cap,1.49,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1972,1972,g/Int$,8.41,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1973,1973,t,1634000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1973,1973,t,109800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1973,1973,t,2400,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1973,1973,t,1757800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1973,1973,kg/ha,17.34,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1973,1973,kg/cap,1.95,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1973,1973,g/Int$,10.08,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1974,1974,t,1451000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1974,1974,t,32700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1974,1974,t,700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1974,1974,t,1474700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1974,1974,kg/ha,14.45,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1974,1974,kg/cap,1.6,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1974,1974,g/Int$,8.47,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1975,1975,t,1596000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1975,1975,t,14600,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1975,1975,t,1605600,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1975,1975,kg/ha,15.95,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1975,1975,kg/cap,1.71,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1975,1975,g/Int$,9.03,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1976,1976,t,1485000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1976,1976,t,13053,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1976,1976,t,1491000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1976,1976,kg/ha,14.83,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1976,1976,kg/cap,1.57,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1976,1976,g/Int$,8.48,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1977,1977,t,1781000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1977,1977,t,94000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1977,1977,t,2800,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1977,1977,t,1872700,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1977,1977,kg/ha,18.65,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1977,1977,kg/cap,1.94,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1977,1977,g/Int$,10.4,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1978,1978,t,1108400,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1978,1978,t,249533,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1978,1978,t,537,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1978,1978,t,1347200,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1978,1978,kg/ha,13.43,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1978,1978,kg/cap,1.38,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1978,1978,g/Int$,6.83,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1979,1979,t,1869900,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1979,1979,t,172038,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5910,Export quantity,3103,Nutrient phosphate P2O5 (total),1979,1979,t,1707,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1979,1979,t,2049000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1979,1979,kg/ha,20.43,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1979,1979,kg/cap,2.07,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1979,1979,g/Int$,9.99,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1980,1980,t,2367000,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1980,1980,t,366967,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1980,1980,t,2744400,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1980,1980,kg/ha,27.38,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1980,1980,kg/cap,2.73,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1980,1980,g/Int$,13.26,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1981,1981,t,2593600,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1981,1981,t,361500,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1981,1981,t,2931300,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1981,1981,kg/ha,29.05,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1981,1981,kg/cap,2.87,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1981,1981,g/Int$,13.57,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5510,Production,3103,Nutrient phosphate P2O5 (total),1982,1982,t,2888100,A,Official figure,
RFN,Fertilizers by Nutrient,159,China,5610,Import quantity,3103,Nutrient phosphate P2O5 (total),1982,1982,t,588000,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),1982,1982,t,3478500,X,Figure from external organization,
RFN,Fertilizers by Nutrient,159,China,5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),1982,1982,kg/ha,32.85,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5172,Use per capita,3103,Nutrient phosphate P2O5 (total),1982,1982,kg/cap,3.35,E,Estimated value,
RFN,Fertilizers by Nutrient,159,China,5173,Use per value of agricultural production,3103,Nutrient phosphate P2O5 (total),1982,1982,g/Int$,14.79,E,Estimated value,
